0.328923	1.35659	-1.43895	1.416	0.841748	-1.29298	0.802274	1.13617	-0.654917	-1.07556	-0.445606	0.462379	0.448852	-3.53255	0.644025	-1.9181	-2.54319	0.571093	1.97831	0.058131	-1.68624	-0.319213	0.406517	0.955578	1.63498	0.747349	0.982412	-0.690712	2.14574	1.8457
0.145365	1.29076	-1.24879	0.821647	0.203909	-0.11122	-0.30162	-0.94631	-1.43792	-1.41943	-0.310984	-0.621549	0.828225	-0.539095	0.268132	-0.296935	-1.32578	-0.51844	0.0353088	0.582515	0.126628	0.193227	0.673978	-1.02067	0.281532	-0.796013	0.59577	-1.59452	0.963984	0.0144631
-0.0171155	1.22216	-0.016738	1.04597	0.034312	-0.969116	0.136729	-0.148544	-0.722924	-0.123597	0.220663	0.692537	0.556264	-0.651664	-0.13772	-0.521292	-0.739213	0.223686	0.362096	0.385866	-0.194418	0.163566	0.638928	-0.0898442	0.392727	-0.329504	0.304105	0.44727	-0.409687	0.326243
-0.94625	1.15301	-1.49879	2.32656	-1.63547	0.0840538	-1.65451	0.775547	-0.568996	-2.51537	1.81132	0.875134	1.49613	-0.864881	-0.527109	-1.21728	-1.52247	1.33032	0.328873	-0.178751	-2.15288	-0.596436	0.28256	1.14751	1.77254	1.45765	-0.304064	-1.64148	2.03736	1.15517
-0.0877117	0.146588	0.735898	0.853784	-0.625674	0.626429	-0.890806	0.854318	-1.55781	-1.11404	1.49957	1.38461	0.615914	-1.6916	-1.05351	-1.54549	-2.21024	0.185672	2.13482	-0.00263592	-0.831343	-1.19045	-0.0486931	-1.93014	1.04845	1.50314	0.356355	-1.63236	-0.247437	0.246582
-0.18976	0.692925	-0.569702	1.91663	0.156329	0.101478	0.29351	-0.364484	-0.472551	-0.696849	1.48099	-1.1761	0.610432	-0.734214	-0.266691	-0.732971	-2.54332	-0.707289	1.05012	1.19741	-1.8138	-1.20046	1.03965	0.180232	0.42973	1.2073	0.393306	-0.714708	1.81965	0.903812
-0.444753	0.31393	-0.961439	2.03077	0.254037	-0.228852	0.530542	0.733966	0.481783	-0.433062	0.885503	0.505048	-1.45794	-0.567457	-0.959982	-0.797973	-3.07875	1.03054	0.819636	0.549853	0.283556	-0.279453	-1.01947	0.704992	1.60522	0.293874	-1.17946	-1.71495	2.92338	0.486577
0.293499	1.62499	0.213628	1.11966	-0.107548	0.0753148	0.497207	-0.760704	-0.911469	-0.45981	1.40925	1.1143	1.61134	-1.70381	-1.2752	-1.617	-1.90234	-0.00975825	1.53217	-0.162615	-1.27673	-1.10722	0.377506	-0.489017	2.40107	0.437123	-1.46329	-0.408136	1.14503	1.53091
-0.0819426	-0.132102	-0.193561	1.09124	-1.01059	-1.63369	-0.499441	-1.01458	-2.77687	-0.638866	0.8871	1.22805	2.21408	-0.58585	-0.592676	-2.02077	-1.26726	0.877831	1.02272	-0.427344	-1.23471	-0.736941	-0.591977	-1.46235	1.68968	0.61614	0.721019	-1.14814	0.844351	-0.348256
-0.0951353	1.02205	-0.868876	0.274069	-0.76866	-1.38223	-0.0540367	-0.84114	-1.48083	-1.14003	-0.82768	0.956966	0.413335	0.20511	-0.440402	-0.0560904	-1.77634	-0.599814	-0.0671185	0.495151	-1.05296	0.132595	0.369923	0.503225	-0.249663	-0.155503	1.02259	-0.851593	2.48469	1.32101
